customerid,age,salary,balance,marital,education,job,targeted,default,housing,loan,contact,day,month,duration,campaign,response
7013,51,20000,-1,married,primary,blue-collar,yes,no,no,no,unknown,28,5,1.83,8,no
7014,30,60000,419,single,tertiary,technician,no,no,yes,yes,unknown,28,5,4.98,3,no
7015,28,50000,22171,married,secondary,admin.,yes,no,yes,no,unknown,28,5,1.42,3,no
7016,32,60000,-33,married,secondary,self-employed,yes,no,yes,no,unknown,28,5,3.9,3,no
7017,57,50000,-140,divorced,secondary,admin.,yes,no,yes,no,unknown,28,5,4.4,2,no
7018,31,50000,439,married,secondary,admin.,yes,no,no,no,unknown,28,5,3.88,4,no
7019,47,60000,-598,married,unknown,technician,no,no,yes,no,unknown,28,5,3.98,4,no
7020,34,20000,261,married,secondary,blue-collar,yes,no,yes,no,unknown,28,5,10.18,3,no
7021,50,20000,-160,married,secondary,blue-collar,yes,no,yes,no,unknown,28,5,10,2,no
7022,33,50000,322,single,secondary,admin.,yes,no,yes,no,unknown,28,5,4.43,4,no
7023,25,20000,1025,married,secondary,blue-collar,yes,no,yes,no,unknown,28,5,7.97,2,no
7024,39,20000,-931,married,secondary,blue-collar,yes,yes,yes,no,unknown,28,5,1.53,5,no
7025,37,50000,-107,married,secondary,admin.,yes,no,yes,no,unknown,28,5,2.63,2,no
7026,40,100000,481,married,tertiary,management,yes,no,yes,no,unknown,28,5,3.3,2,no
7027,43,50000,-516,married,primary,admin.,yes,no,yes,no,unknown,28,5,7.3,2,no
7028,32,60000,610,married,secondary,self-employed,yes,no,yes,no,unknown,28,5,1.25,6,no
7029,25,20000,579,single,secondary,blue-collar,yes,no,yes,no,unknown,28,5,3.75,4,no
7030,34,20000,225,married,secondary,blue-collar,yes,no,yes,no,unknown,28,5,5.7,2,no
7031,30,20000,1780,married,secondary,blue-collar,yes,no,yes,no,unknown,28,5,1.93,12,no
7032,41,70000,803,married,secondary,services,yes,no,yes,no,unknown,28,5,1.47,3,no
7033,36,20000,-347,married,secondary,blue-collar,yes,yes,yes,yes,unknown,28,5,1.82,3,no
7034,28,50000,1238,single,secondary,admin.,yes,no,yes,no,unknown,28,5,4.2,2,no
7035,29,20000,992,single,secondary,blue-collar,yes,no,yes,yes,unknown,28,5,7.6,2,no
7036,30,20000,0,married,primary,blue-collar,yes,yes,yes,yes,unknown,28,5,1.53,5,no
7037,22,4000,489,single,secondary,student,yes,no,no,no,unknown,28,5,3.72,5,no
7038,28,20000,-717,married,secondary,blue-collar,yes,no,yes,no,unknown,28,5,2.47,3,no
7039,27,20000,3955,single,primary,blue-collar,yes,no,yes,no,unknown,28,5,3.42,3,no
7040,31,20000,667,single,unknown,blue-collar,no,no,yes,no,unknown,28,5,1.33,3,no
7041,42,8000,325,divorced,secondary,unemployed,yes,no,yes,no,unknown,28,5,1.62,4,no
7042,32,60000,3538,married,tertiary,technician,yes,no,yes,no,unknown,28,5,1.58,5,no
7043,25,20000,192,married,secondary,blue-collar,yes,no,yes,no,unknown,28,5,5.95,3,no
7044,55,70000,2166,divorced,secondary,services,yes,no,yes,no,unknown,28,5,0.38,17,no
7045,33,70000,-384,married,secondary,services,yes,no,yes,no,unknown,28,5,8.55,2,no
7046,45,70000,1377,single,secondary,services,yes,no,yes,no,unknown,28,5,2.85,5,no
7047,43,20000,50,married,primary,blue-collar,yes,no,no,no,unknown,28,5,1.5,8,no
7048,32,20000,-354,married,secondary,blue-collar,yes,yes,yes,yes,unknown,28,5,0.85,2,no
7049,51,120000,606,married,unknown,entrepreneur,no,no,yes,no,unknown,28,5,9.33,9,yes
7050,35,20000,120,married,secondary,blue-collar,yes,no,yes,no,unknown,28,5,4.08,2,no
7051,44,60000,-357,divorced,secondary,technician,yes,no,yes,yes,unknown,28,5,5.3,2,no
7052,44,20000,194,married,primary,blue-collar,yes,no,yes,no,unknown,28,5,1.75,2,no
7053,40,60000,-378,married,secondary,technician,yes,no,yes,no,unknown,28,5,4.35,2,no
7054,24,60000,931,single,tertiary,self-employed,no,no,yes,no,unknown,28,5,3.33,4,no
7055,32,60000,1210,single,secondary,technician,yes,no,yes,yes,unknown,28,5,4.45,4,no
7056,51,60000,329,divorced,secondary,technician,yes,no,yes,no,unknown,28,5,3.18,5,no
7057,28,100000,355,single,tertiary,management,no,no,yes,yes,unknown,28,5,5,4,no
7058,45,50000,25,married,secondary,admin.,yes,no,yes,no,unknown,28,5,1.37,4,no
7059,32,50000,739,married,secondary,admin.,yes,no,yes,yes,unknown,28,5,2.55,3,no
7060,25,20000,758,married,secondary,blue-collar,yes,no,yes,no,unknown,28,5,8.4,3,no
7061,29,60000,542,married,secondary,self-employed,yes,no,no,no,unknown,28,5,1.73,3,no
7062,29,60000,740,single,secondary,technician,yes,no,yes,no,unknown,28,5,3.23,3,no
7063,38,20000,476,married,primary,blue-collar,yes,no,yes,no,unknown,28,5,3.53,4,no
7064,44,20000,3753,married,primary,blue-collar,yes,no,yes,no,unknown,28,5,2.03,4,no
7065,34,60000,1386,single,secondary,technician,yes,no,yes,yes,unknown,28,5,3.08,6,no
7066,31,60000,335,single,secondary,technician,yes,no,yes,no,unknown,28,5,1.45,5,no
7067,41,50000,882,single,secondary,admin.,yes,no,yes,yes,unknown,28,5,2.42,2,no
7068,35,20000,-659,married,secondary,blue-collar,yes,no,yes,yes,unknown,28,5,0.5,2,no
7069,40,20000,-428,married,secondary,blue-collar,yes,no,yes,no,unknown,28,5,9.75,3,no
7070,29,100000,119,single,tertiary,management,no,no,yes,no,unknown,28,5,2.27,2,no
7071,26,20000,245,married,secondary,blue-collar,yes,no,yes,no,unknown,28,5,2.43,2,no
7072,59,60000,519,married,secondary,technician,yes,no,yes,no,unknown,28,5,1.5,8,no
7073,39,70000,300,single,secondary,services,yes,no,yes,yes,unknown,28,5,3,2,no
7074,33,70000,91,single,secondary,services,yes,no,no,yes,unknown,28,5,6.27,3,no
7075,43,60000,-496,married,secondary,technician,yes,no,yes,no,unknown,29,5,1.67,2,no
7076,50,100000,-187,married,secondary,management,yes,no,yes,no,unknown,29,5,0.52,2,no
7077,48,60000,219,married,secondary,technician,yes,no,yes,yes,unknown,29,5,2.57,4,no
7078,46,20000,571,divorced,primary,blue-collar,yes,no,yes,yes,unknown,29,5,1.55,1,no
7079,31,20000,-495,single,primary,blue-collar,yes,no,yes,no,unknown,29,5,5.57,2,no
7080,43,60000,11269,single,secondary,technician,yes,no,no,no,unknown,29,5,1.53,1,no
7081,28,20000,2,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,12.5,2,no
7082,40,50000,3557,married,unknown,admin.,no,no,yes,no,unknown,29,5,5.53,1,no
7083,34,70000,34,single,secondary,services,yes,no,yes,yes,unknown,29,5,5.55,3,no
7084,42,20000,181,single,primary,blue-collar,yes,no,yes,no,unknown,29,5,1.97,2,no
7085,51,50000,943,married,primary,admin.,yes,no,yes,no,unknown,29,5,10.33,1,no
7086,41,20000,1020,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,4.6,1,no
7087,34,20000,250,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,3.22,6,no
7088,43,100000,724,married,tertiary,management,yes,no,yes,no,unknown,29,5,2.3,1,no
7089,59,60000,4243,married,primary,technician,yes,no,yes,no,unknown,29,5,3.88,1,no
7090,48,20000,48,married,secondary,blue-collar,yes,no,yes,yes,unknown,29,5,2.4,1,no
7091,35,20000,0,married,secondary,blue-collar,yes,no,yes,yes,unknown,29,5,9.05,1,yes
7092,53,55000,1004,married,secondary,retired,yes,no,yes,no,unknown,29,5,2.58,1,no
7093,50,60000,1328,divorced,unknown,technician,no,no,yes,no,unknown,29,5,2.33,1,no
7094,33,100000,2508,married,tertiary,management,yes,no,yes,no,unknown,29,5,0.7,7,no
7095,24,4000,1919,single,secondary,student,yes,no,yes,no,unknown,29,5,2.12,4,no
7096,52,70000,130,divorced,primary,services,yes,no,yes,no,unknown,29,5,1.72,2,no
7097,35,60000,485,single,tertiary,technician,no,no,yes,no,unknown,29,5,3.42,5,no
7098,30,70000,179,single,secondary,services,yes,no,yes,no,unknown,29,5,4.77,3,no
7099,41,100000,615,married,tertiary,management,yes,no,yes,no,unknown,29,5,0.62,1,no
7100,45,100000,2571,single,tertiary,management,no,no,yes,no,unknown,29,5,0.9,1,no
7101,43,20000,-111,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,2.2,3,no
7102,42,60000,-106,divorced,secondary,technician,yes,no,yes,no,unknown,29,5,1.58,1,no
7103,45,60000,31,single,secondary,technician,yes,no,no,no,unknown,29,5,2.95,1,no
7104,50,20000,84,married,primary,blue-collar,yes,no,yes,no,unknown,29,5,2.98,1,no
7105,43,20000,0,married,secondary,blue-collar,yes,no,yes,yes,unknown,29,5,4.03,1,no
7106,31,70000,3181,married,secondary,services,yes,no,yes,no,unknown,29,5,2.13,7,no
7107,59,20000,748,married,primary,blue-collar,yes,no,no,no,unknown,29,5,3.07,1,no
7108,40,50000,1314,married,primary,admin.,yes,no,yes,no,unknown,29,5,4.73,1,no
7109,36,60000,0,single,unknown,technician,no,no,yes,no,unknown,29,5,2.47,1,no
7110,27,60000,3083,single,tertiary,technician,no,no,yes,no,unknown,29,5,4.07,2,no
7111,21,70000,1903,single,secondary,services,yes,no,yes,no,unknown,29,5,1.78,2,no
7112,37,20000,-4,married,secondary,blue-collar,yes,no,yes,yes,unknown,29,5,6.35,1,no
7113,26,60000,813,single,tertiary,technician,no,no,yes,no,unknown,29,5,2.33,3,no
7114,39,60000,192,married,secondary,technician,yes,no,yes,yes,unknown,29,5,3.62,5,no
7115,50,55000,6998,married,secondary,retired,yes,no,yes,no,unknown,29,5,19.93,1,no
7116,39,120000,1,married,tertiary,entrepreneur,yes,yes,yes,yes,unknown,29,5,1.7,1,no
7117,32,100000,3935,married,secondary,management,yes,no,yes,no,unknown,29,5,2.15,2,no
7118,57,20000,630,married,primary,blue-collar,yes,no,yes,no,unknown,29,5,0.87,1,no
7119,42,100000,1993,married,tertiary,management,yes,no,no,no,unknown,29,5,0.68,1,no
7120,42,20000,130,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,4.75,1,no
7121,40,20000,327,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,2.23,1,no
7122,30,70000,1016,divorced,secondary,services,yes,no,yes,no,unknown,29,5,0.23,1,no
7123,29,20000,559,married,unknown,blue-collar,no,no,yes,no,unknown,29,5,3.03,2,no
7124,35,50000,404,married,secondary,admin.,yes,no,yes,no,unknown,29,5,8.98,1,yes
7125,31,20000,283,married,secondary,blue-collar,yes,no,yes,yes,unknown,29,5,0.62,3,no
7126,43,60000,2041,married,secondary,technician,yes,no,yes,yes,unknown,29,5,2.7,5,no
7127,39,60000,394,divorced,secondary,technician,yes,no,yes,no,unknown,29,5,3.07,1,no
7128,37,100000,34,single,secondary,management,yes,no,yes,no,unknown,29,5,4.75,1,no
7129,44,20000,72,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,7.6,1,no
7130,52,60000,1308,single,tertiary,technician,no,no,yes,no,unknown,29,5,6.02,1,no
7131,53,100000,2895,married,secondary,management,yes,no,yes,no,unknown,29,5,1.23,1,no
7132,41,20000,193,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,2.17,1,no
7133,40,8000,75,single,secondary,unemployed,yes,no,yes,no,unknown,29,5,3.38,1,no
7134,41,50000,3279,married,secondary,admin.,yes,no,yes,no,unknown,29,5,3.1,1,no
7135,40,70000,1938,married,secondary,services,yes,no,no,no,unknown,29,5,0.62,1,no
7136,55,100000,0,married,tertiary,management,yes,no,no,no,unknown,29,5,3.43,2,no
7137,54,50000,-690,married,tertiary,admin.,yes,no,yes,yes,unknown,29,5,3.83,4,no
7138,55,120000,1119,divorced,tertiary,entrepreneur,no,no,no,no,unknown,29,5,4.72,1,no
7139,38,50000,623,single,secondary,admin.,yes,no,yes,yes,unknown,29,5,0.73,1,no
7140,54,50000,426,married,secondary,admin.,yes,no,yes,no,unknown,29,5,3.42,1,no
7141,43,60000,310,married,secondary,technician,yes,no,yes,no,unknown,29,5,4.85,1,no
7142,41,20000,262,married,primary,blue-collar,yes,no,yes,no,unknown,29,5,2.65,1,no
7143,38,55000,44,single,secondary,retired,yes,no,no,no,unknown,29,5,2.47,1,no
7144,52,70000,2081,married,secondary,services,yes,no,yes,no,unknown,29,5,2.5,1,no
7145,43,100000,5172,married,unknown,management,no,no,yes,no,unknown,29,5,0.95,3,no
7146,27,20000,2486,single,secondary,blue-collar,yes,no,yes,no,unknown,29,5,12.22,1,yes
7147,36,120000,1423,married,tertiary,entrepreneur,yes,no,yes,no,unknown,29,5,3.22,1,no
7148,36,4000,36,single,unknown,student,no,no,yes,no,unknown,29,5,11.75,1,no
7149,51,70000,224,married,unknown,services,no,no,yes,no,unknown,29,5,0.87,3,no
7150,50,60000,1541,married,secondary,technician,yes,no,yes,no,unknown,29,5,12.4,1,no
7151,48,100000,1598,divorced,secondary,management,yes,no,yes,no,unknown,29,5,1.4,1,no
7152,44,20000,77,married,primary,blue-collar,yes,no,yes,no,unknown,29,5,0.38,1,no
7153,34,60000,1242,divorced,tertiary,technician,no,no,yes,no,unknown,29,5,9.63,3,no
7154,48,100000,1533,married,tertiary,management,yes,no,no,no,unknown,29,5,5.97,1,no
7155,46,50000,1939,divorced,secondary,admin.,yes,no,yes,no,unknown,29,5,1.98,1,no
7156,51,20000,2237,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,10.32,1,no
7157,58,55000,32948,married,secondary,retired,yes,no,no,no,unknown,29,5,6.07,2,no
7158,35,20000,765,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,6.97,8,no
7159,45,60000,1403,single,tertiary,technician,no,no,yes,no,unknown,29,5,1.85,1,no
7160,53,60000,451,married,tertiary,self-employed,yes,no,yes,no,unknown,29,5,0.93,2,no
7161,50,60000,6174,married,secondary,self-employed,yes,no,yes,yes,unknown,29,5,7.6,1,no
7162,42,20000,984,married,primary,blue-collar,yes,no,yes,no,unknown,29,5,1.82,1,no
7163,48,100000,1910,married,primary,management,yes,no,yes,no,unknown,29,5,6.88,2,no
7164,47,60000,72,married,secondary,technician,yes,no,no,no,unknown,29,5,4.63,1,no
7165,56,20000,249,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,13.18,2,yes
7166,42,20000,-972,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,2.43,1,no
7167,54,60000,-939,married,secondary,technician,yes,no,yes,no,unknown,29,5,3.37,1,no
7168,53,20000,436,married,primary,blue-collar,yes,no,yes,no,unknown,29,5,2.57,1,no
7169,40,50000,451,married,secondary,admin.,yes,no,yes,yes,unknown,29,5,4.28,1,no
7170,37,20000,11953,married,secondary,blue-collar,yes,no,yes,yes,unknown,29,5,3.47,1,no
7171,26,50000,3672,single,tertiary,admin.,no,no,yes,no,unknown,29,5,6,5,no
7172,46,20000,176,married,secondary,blue-collar,yes,no,no,no,unknown,29,5,2.18,1,no
7173,46,60000,0,married,secondary,self-employed,yes,no,no,no,unknown,29,5,2.28,1,no
7174,45,60000,0,married,secondary,technician,yes,no,yes,no,unknown,29,5,2.58,1,no
7175,56,50000,1504,married,secondary,admin.,yes,no,yes,no,unknown,29,5,1.1,2,no
7176,36,20000,722,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,1.72,7,no
7177,40,60000,1269,married,secondary,technician,yes,no,yes,no,unknown,29,5,10.93,1,no
7178,32,50000,118,married,tertiary,admin.,yes,no,no,no,unknown,29,5,5.97,10,no
7179,31,20000,1017,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,8.57,3,no
7180,56,20000,551,married,primary,blue-collar,yes,no,no,no,unknown,29,5,0.45,1,no
7181,23,70000,0,single,secondary,services,yes,no,yes,no,unknown,29,5,9.07,4,no
7182,29,0,209,single,unknown,unknown,no,no,no,no,unknown,29,5,5.77,6,no
7183,50,60000,841,married,secondary,technician,yes,no,yes,no,unknown,29,5,0.9,2,no
7184,39,70000,1099,married,secondary,services,yes,no,no,no,unknown,29,5,2.23,6,no
7185,55,100000,505,married,tertiary,management,yes,no,yes,yes,unknown,29,5,2.25,2,no
7186,35,60000,0,married,secondary,self-employed,yes,no,yes,no,unknown,29,5,10.55,6,no
7187,51,70000,-178,married,secondary,services,yes,no,yes,yes,unknown,29,5,0.8,1,no
7188,33,60000,538,single,tertiary,technician,no,no,yes,no,unknown,29,5,5.98,2,no
7189,44,20000,2523,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,20.6,2,no
7190,44,70000,744,married,secondary,services,yes,no,yes,no,unknown,29,5,9.57,1,no
7191,52,60000,-488,married,secondary,self-employed,yes,no,yes,no,unknown,29,5,5.37,1,no
7192,45,8000,3354,divorced,secondary,unemployed,yes,no,yes,no,unknown,29,5,12.43,1,yes
7193,32,70000,187,single,secondary,services,yes,no,yes,no,unknown,29,5,5.25,1,no
7194,40,100000,832,married,tertiary,management,yes,no,yes,yes,unknown,29,5,2.1,1,no
7195,38,60000,2079,single,secondary,technician,yes,no,yes,yes,unknown,29,5,2.03,1,no
7196,53,60000,1301,divorced,secondary,technician,yes,no,yes,no,unknown,29,5,1.5,1,no
7197,26,60000,77,single,tertiary,technician,no,no,yes,no,unknown,29,5,2.08,2,no
7198,33,60000,1072,married,secondary,technician,yes,no,no,yes,unknown,29,5,2.4,2,no
7199,44,20000,15578,married,unknown,blue-collar,no,no,yes,no,unknown,29,5,6.68,1,no
7200,35,20000,809,married,secondary,blue-collar,yes,no,yes,yes,unknown,29,5,1,1,no
7201,44,60000,13761,married,secondary,technician,yes,no,yes,no,unknown,29,5,1.08,1,no
7202,42,20000,790,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,5.93,2,no
7203,58,8000,4497,married,secondary,unemployed,yes,no,yes,no,unknown,29,5,2.13,1,no
7204,43,70000,-456,married,secondary,services,yes,no,yes,no,unknown,29,5,1.7,4,no
7205,39,100000,1749,married,primary,management,yes,no,yes,no,unknown,29,5,0.77,1,no
7206,32,100000,537,single,tertiary,management,no,no,no,no,unknown,29,5,3.12,3,no
7207,29,100000,1474,married,tertiary,management,yes,no,yes,yes,unknown,29,5,1.32,3,no
7208,41,70000,1545,married,secondary,services,yes,no,yes,no,unknown,29,5,6.5,3,no
7209,44,20000,776,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,5.1,1,no
7210,36,60000,1286,married,secondary,technician,yes,no,yes,yes,unknown,29,5,2.53,1,no
7211,34,60000,285,married,tertiary,technician,yes,no,yes,yes,unknown,29,5,3.72,4,no
7212,35,20000,-1489,married,primary,blue-collar,yes,yes,yes,yes,unknown,29,5,2.95,1,no
7213,57,60000,806,single,secondary,technician,yes,no,yes,no,unknown,29,5,1.28,1,no
7214,42,50000,297,single,unknown,admin.,no,no,yes,no,unknown,29,5,1.77,1,no
7215,40,60000,340,single,primary,technician,yes,no,yes,no,unknown,29,5,2.43,1,no
7216,35,60000,130,single,tertiary,technician,no,no,yes,no,unknown,29,5,2.08,1,no
7217,46,60000,1307,married,secondary,technician,yes,no,yes,no,unknown,29,5,6.73,1,no
7218,44,20000,6491,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,4.07,1,no
7219,31,20000,2137,single,secondary,blue-collar,yes,no,no,no,unknown,29,5,6.88,1,no
7220,26,70000,611,married,secondary,services,yes,no,yes,no,unknown,29,5,2.95,2,no
7221,51,60000,2402,married,secondary,technician,yes,no,yes,no,unknown,29,5,1.97,1,no
7222,42,100000,2608,married,secondary,management,yes,no,yes,no,unknown,29,5,3.35,1,no
7223,41,70000,285,single,tertiary,services,no,no,yes,yes,unknown,29,5,2.25,1,no
7224,45,60000,59,married,secondary,technician,yes,no,yes,no,unknown,29,5,10.15,2,no
7225,52,55000,1052,married,secondary,retired,yes,no,yes,no,unknown,29,5,0.58,1,no
7226,52,100000,1177,married,tertiary,management,yes,no,yes,no,unknown,29,5,7.88,1,no
7227,41,100000,689,married,secondary,management,yes,no,yes,no,unknown,29,5,9.93,1,no
7228,47,8000,351,married,secondary,unemployed,yes,no,yes,yes,unknown,29,5,6.17,1,no
7229,39,20000,-388,married,primary,blue-collar,yes,no,yes,no,unknown,29,5,11.52,1,no
7230,52,60000,22755,married,secondary,technician,yes,no,yes,no,unknown,29,5,1.17,2,no
7231,48,100000,-625,divorced,tertiary,management,no,yes,yes,no,unknown,29,5,2.08,2,no
7232,39,60000,1270,divorced,secondary,technician,yes,no,yes,no,unknown,29,5,4.08,4,no
7233,30,70000,699,married,secondary,services,yes,no,yes,no,unknown,29,5,9.07,1,no
7234,40,50000,0,married,secondary,admin.,yes,no,yes,yes,unknown,29,5,0.82,3,no
7235,51,20000,10287,divorced,unknown,blue-collar,no,no,yes,no,unknown,29,5,1.95,1,no
7236,51,100000,0,married,tertiary,management,yes,no,yes,yes,unknown,29,5,6.83,5,no
7237,45,20000,180,married,primary,blue-collar,yes,no,yes,yes,unknown,29,5,2.5,1,no
7238,39,60000,185,married,primary,self-employed,yes,no,yes,no,unknown,29,5,8.55,3,no
7239,36,20000,439,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,2.98,2,no
7240,28,20000,10045,married,primary,blue-collar,yes,no,yes,no,unknown,29,5,2.82,4,no
7241,43,60000,6,married,unknown,self-employed,no,no,yes,no,unknown,29,5,6.08,2,no
7242,48,20000,5241,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,2.63,1,no
7243,60,20000,0,divorced,secondary,blue-collar,yes,no,yes,no,unknown,29,5,20.12,1,yes
7244,41,60000,816,married,tertiary,technician,yes,no,yes,yes,unknown,29,5,2.65,1,no
7245,37,60000,3,single,secondary,technician,yes,no,yes,no,unknown,29,5,1.37,1,no
7246,33,60000,2099,married,secondary,technician,yes,no,yes,yes,unknown,29,5,0.7,3,no
7247,48,20000,100,married,unknown,blue-collar,no,no,yes,no,unknown,29,5,3.43,1,no
7248,50,60000,7098,married,secondary,technician,yes,no,yes,no,unknown,29,5,1.53,1,no
7249,49,50000,266,divorced,secondary,admin.,yes,no,yes,no,unknown,29,5,2.7,2,no
7250,47,20000,7985,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,5.78,1,no
7251,47,20000,812,married,secondary,blue-collar,yes,no,yes,no,unknown,29,5,1.13,1,no
7252,41,20000,961,single,unknown,blue-collar,no,no,yes,no,unknown,29,5,1.95,1,no
7253,52,60000,9687,married,unknown,technician,no,no,yes,no,unknown,29,5,15.6,1,no
7254,48,8000,551,married,primary,unemployed,yes,no,yes,no,unknown,29,5,2.7,2,no
7255,39,20000,-16,married,secondary,blue-collar,yes,yes,no,no,unknown,29,5,4.75,2,no
